21	SE	# 	 Nenhum dos seguintes (também usado para anuários e relatórios anuais)
21	SE	m 	 Série monográfica 
21	SE	n 	 Jornal 
21	SE	p 	 Periódico 
21	SE	| 	 Não se tentou codificar
